OBJECTID,Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,IsPrimaryIncident,HOUR_OF_DAY,DAY_OF_WEEK,YEAR,QUARTER,MONTH,NEIGHBORHOOD
4435,212045685,2021/07/05 05:55:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,1,2,2021,3,7,Roxbury
4436,212045678,2021/07/05 05:49:00+00,B2,Non-Fatal,Male,,,0,1,1,2,2021,3,7,Roxbury
4437,212045661,2021/07/05 04:58:00+00,B3,Non-Fatal,Male,,,0,1,0,2,2021,3,7,Dorchester
4438,212045549,2021/07/04 17:57:00+00,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,0,1,13,1,2021,3,7,Dorchester
4439, 212045699,2021/07/05 07:07:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,3,2,2021,3,7,Roxbury
4440,212046745,2021/07/09 05:53:00+00,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,1,6,2021,3,7,South Boston
4441,212046950,2021/07/10 01:25:18+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,6,2021,3,7,Roxbury
4442,212046950,2021/07/10 01:21:31+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,21,6,2021,3,7,Roxbury
4443,212046950,2021/07/10 01:27:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,21,6,2021,3,7,Roxbury
4444,212047472,2021/07/12 00:21:00+00,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,20,1,2021,3,7,Mission Hill
4445,212047031,2021/07/10 08:34:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,4,7,2021,3,7,Jamaica Plain
4446,212047193,2021/07/10 22:11:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,18,7,2021,3,7,Dorchester
4447,212047193,2021/07/10 22:11:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,7,2021,3,7,Dorchester
4448,212047090,2021/07/10 15:31:28+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,11,7,2021,3,7,Dorchester
4449,212047193,2021/07/10 22:11:00+00,C11,Non-Fatal,,Black or African American,Not Hispanic or Latinx,1,0,18,7,2021,3,7,Dorchester
4450,212047193,2021/07/10 22:11:00+00,C11,Non-Fatal,,Black or African American,Not Hispanic or Latinx,1,1,18,7,2021,3,7,Dorchester
4451,212048551,2021/07/16 01:15:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,5,2021,3,7,Jamaica Plain
4452,212048551,2021/07/16 01:15:00+00,E13,Non-Fatal,,White,Not Hispanic or Latinx,1,0,21,5,2021,3,7,Jamaica Plain
4453,212048551,2021/07/16 01:15:00+00,E13,Non-Fatal,Male,Black or African American,Unknown,1,0,21,5,2021,3,7,Jamaica Plain
4454,212048551,2021/07/16 01:15:00+00,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,21,5,2021,3,7,Jamaica Plain
4455,212049099,2021/07/18 06:38:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,2,1,2021,3,7,Dorchester
4456,212049012,2021/07/17 22:59:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,18,7,2021,3,7,Dorchester
4457,212049012,2021/07/17 22:59:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,7,2021,3,7,Dorchester
4458,212049526,2021/07/19 21:26:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,0,1,17,2,2021,3,7,Mattapan
4459,212049900,2021/07/21 03:30:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,23,3,2021,3,7,Roxbury
4460,212051093,2021/07/25 02:24:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2021,3,7,Dorchester
4461,212052004,2021/07/28 03:00:00+00,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,23,3,2021,3,7,South Boston
4462,212052395,2021/07/29 17:17:00+00,E5,Fatal,Female,Black or African American,,0,1,13,5,2021,3,7,Roslindale
4463,212052526,2021/07/30 00:06:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,5,2021,3,7,Dorchester
4464,212052857,2021/08/01 03:21:00+00,C6,Non-Fatal,Male,White,,0,1,23,7,2021,3,7,Roxbury
4465,212053150,2021/08/01 06:32:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,1,2021,3,8,Roxbury
4466,212052662,2021/07/30 15:31:36+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,11,6,2021,3,7,Dorchester
4467,212054186,2021/08/04 22:09:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,4,2021,3,8,Dorchester
4468,212055384,2021/08/09 04:29:00+00,B3,Fatal,Female,Black or African American,Unknown,1,1,0,2,2021,3,8,Dorchester
4469,212055384,2021/08/09 04:29:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,0,2,2021,3,8,Dorchester
4470,212055384,2021/08/09 04:29:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,0,2,2021,3,8,Dorchester
4471,212055384,2021/08/09 04:29:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,0,2,2021,3,8,Dorchester
4472,212055384,2021/08/09 04:29:00+00,B3,Non-Fatal,Male,Black or African American,,1,0,0,2,2021,3,8,Dorchester
4473,212055384,2021/08/09 04:29:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,1,0,0,2,2021,3,8,Dorchester
4474,212056815,2021/08/14 02:15:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,6,2021,3,8,Hyde Park
4475,212056861,2021/08/14 07:18:00+00,B3,Fatal,Male,White,Not Hispanic or Latinx,1,1,3,7,2021,3,8,Mattapan
4476,212056861,2021/08/14 07:18:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,3,7,2021,3,8,Mattapan
4477,212056986,2021/08/14 19:22:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,7,2021,3,8,
4478,212059080,2021/08/22 04:34:00+00,B3,Fatal,Male,Black or African American,Hispanic or Latinx,0,1,0,1,2021,3,8,Mattapan
4479,212059215,2021/08/22 19:38:00+00,C11,Non-Fatal,Male,Black or African American,,0,1,15,1,2021,3,8,Dorchester
4480,212059810,2021/08/24 22:13:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,18,3,2021,3,8,Roxbury
4481,212060448,2021/08/27 00:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,5,2021,3,8,Dorchester
4482,212060812,2021/08/28 04:58:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,7,2021,3,8,Dorchester
4483,212060825,2021/08/28 06:59:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,7,2021,3,8,Dorchester
4484,212061019,2021/08/28 22:30:00+00,B3,Fatal,Male,Black or African American,Unknown,0,1,18,7,2021,3,8,Dorchester
4485,212061712,2021/08/31 11:59:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,7,3,2021,3,8,Dorchester
4486,212062988,2021/09/04 21:17:00+00,B3,Non-Fatal,Male,Black or African American,,0,1,17,7,2021,3,9,Dorchester
4487,212063320,2021/09/06 03:50:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,1,2021,3,9,Roxbury
4488,212063320,2021/09/06 03:49:00+00,B2,Non-Fatal,Male,Black or African American,,1,1,23,1,2021,3,9,Roxbury
4489,212063894,2021/09/08 06:37:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,2,4,2021,3,9,Dorchester
4490,212064071,2021/09/08 18:22:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,4,2021,3,9,Jamaica Plain
4491,212064162,2021/09/09 02:26:00+00,B3,Non-Fatal,Male,Black or African American,,0,1,22,4,2021,3,9,Mattapan
4492,212064693,2021/09/10 23:26:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,6,2021,3,9,Roxbury
4493,212007688,2021/02/05 04:26:00+00,A1,Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,23,5,2021,1,2,Downtown
4494,212066431,2021/09/16 20:18:00+00,B3,Non-Fatal,Female,Black or African American,Unknown,0,1,16,5,2021,3,9,Dorchester
4495,212066571,2021/09/17 07:10:12+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,3,6,2021,3,9,Roxbury
4496,212067131,2021/09/19 01:56:00+00,E13,Non-Fatal,Male,Unknown,Hispanic or Latinx,0,1,21,7,2021,3,9,Roxbury
4497,212066760 ,2021/09/17 20:43:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,6,2021,3,9,Mattapan
4498,212067845,2021/09/21 18:47:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,14,3,2021,3,9,Roxbury
4499,212069153,2021/09/26 00:59:00+00,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,20,7,2021,3,9,Dorchester
4500,212069153,2021/09/26 00:59:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,20,7,2021,3,9,Dorchester
4501,212069765,2021/09/28 01:00:00+00,E13,Non-Fatal,Male,,,1,1,21,2,2021,3,9,Jamaica Plain
4502,212069765,2021/09/28 01:00:00+00,E13,Non-Fatal,Male,,,1,0,21,2,2021,3,9,Jamaica Plain
4503,212071219,2021/10/03 00:20:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,7,2021,4,10,Dorchester
4504,212071815,2021/10/05 04:05:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,3,2021,4,10,Dorchester
4505,212072011,2021/10/05 21:10:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,3,2021,4,10,Roxbury
4506,212072410,2021/10/07 02:55:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,4,2021,4,10,Mattapan
4507,212072721,2021/10/08 05:38:00+00,A1,Non-Fatal,Male,,,0,1,1,6,2021,4,10,Downtown
4508,212073444,2021/10/10 18:59:00+00,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,14,1,2021,4,10,Hyde Park
4509,212073816,2021/10/12 01:49:00+00,E18,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,21,2,2021,4,10,Hyde Park
4510,212074135,2021/10/13 01:31:00+00,B2,Non-Fatal,Male,Unknown,Hispanic or Latinx,0,1,21,3,2021,4,10,Roxbury
4511,212075522,2021/10/17 22:15:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,18,1,2021,4,10,Roxbury
4512,212075898,2021/10/19 03:06:50+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,2,2021,4,10,Roxbury
4513,212077335,2021/10/23 19:38:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,7,2021,4,10,Jamaica Plain
4514,212078013,2021/10/26 04:35:00+00,E5,Non-Fatal,Male,,,0,1,0,3,2021,4,10,Roslindale
4515,212078823,2021/10/29 06:00:57+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,6,2021,4,10,Fenway
4516,212078823,2021/10/29 06:00:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,2,6,2021,4,10,Fenway
4517,212080667,2021/11/04 04:13:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,5,2021,4,11,Mattapan
4518,212081709,2021/11/08 00:58:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,1,2021,4,11,Dorchester
4519,212081137,2021/11/05 21:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,6,2021,4,11,Mattapan
4520,212080778,2021/11/04 17:31:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,5,2021,4,11,Roxbury
4521,212082116,2021/11/09 14:33:00+00,B3,Non-Fatal,,,,1,1,9,3,2021,4,11,Dorchester
4522,212082116,2021/11/09 14:33:00+00,B3,Non-Fatal,,,,1,0,9,3,2021,4,11,Dorchester
4523,212082116,2021/11/09 14:33:00+00,B3,Non-Fatal,,,,1,0,9,3,2021,4,11,Dorchester
4524,212082297,2021/11/10 04:00:00+00,B3,Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,23,3,2021,4,11,Mattapan
4525,212082297,2021/11/10 04:00:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,3,2021,4,11,Mattapan
4526,212082557,2021/11/11 03:52:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,4,2021,4,11,Dorchester
4527,212082552,2021/11/11 03:25:00+00,E18,Non-Fatal,Male,,,0,1,22,4,2021,4,11,Hyde Park
4528,212083607,2021/11/15 05:30:30+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,0,2,2021,4,11,Allston
4529,212083607,2021/11/15 05:30:43+00,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,0,2,2021,4,11,Allston
4530,212083356,2021/11/14 03:36:30+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,22,7,2021,4,11,Dorchester
4531,212084130,2021/11/17 00:56:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,3,2021,4,11,Dorchester
4532,212085481,2021/11/22 03:25:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,1,2021,4,11,Dorchester
4533,212087290,2021/11/29 23:18:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,18,2,2021,4,11,Dorchester
4534,212087456,2021/11/30 18:21:00+00,B2,Non-Fatal,Male,Unknown,Hispanic or Latinx,0,1,13,3,2021,4,11,Roxbury
4535,212085753,2021/11/23 02:55:00+00,E18,Fatal,Male,White,Hispanic or Latinx,0,1,21,2,2021,4,11,Hyde Park
4536,212088535,2021/12/04 04:49:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2021,4,12,Dorchester
4537,212092374,2021/12/17 23:28:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,6,2021,4,12,Dorchester
4538,212091961,2021/12/16 17:24:00+00,A7,Fatal,Male,Black or African American,Unknown,0,1,12,5,2021,4,12,East Boston
4539,212092715,2021/12/19 06:54:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,1,2021,4,12,Dorchester
4540,212094543,2021/12/27 19:27:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,14,2,2021,4,12,Roxbury
4541,212094543,2021/12/27 19:27:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,14,2,2021,4,12,Roxbury
4542,222000057,2022/01/01 09:20:16+00,B2,Non-Fatal,Male,Unknown,Hispanic or Latinx,0,1,4,7,2022,1,1,Roxbury
4543,222000343,2022/01/02 23:12:19+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,1,2022,1,1,Dorchester
4544,222000342,2022/01/02 23:25:12+00,C11,Fatal,Female,Black or African American,,1,1,18,1,2022,1,1,Dorchester
4545,222000342,2022/01/02 23:25:08+00,C11,Non-Fatal,Male,Black or African American,,1,0,18,1,2022,1,1,Dorchester
4546,222000342,2022/01/02 23:25:32+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,18,1,2022,1,1,Dorchester
4547,222002059,2022/01/11 01:57:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,1,20,2,2022,1,1,Roxbury
4548,222002059,2022/01/11 01:57:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,0,20,2,2022,1,1,Roxbury
4549,222002059,2022/01/11 01:57:00+00,B2,Non-Fatal,Male,Unknown,Unknown,1,0,20,2,2022,1,1,Roxbury
4550,222002279,2022/01/12 03:26:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,0,1,22,3,2022,1,1,Dorchester
4551,222003887,2022/01/18 23:51:10+00,C6,Non-Fatal,Male,White,,0,1,18,3,2022,1,1,South Boston
4552,222005232,2022/01/25 01:18:00+00,A7,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,2,2022,1,1,East Boston
4553,222010971,2022/02/15 06:56:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,0,1,1,3,2022,1,2,Dorchester
4554,222012303,2022/02/20 04:12:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,23,7,2022,1,2,Mattapan
4555,222012303,2022/02/20 04:12:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,7,2022,1,2,Mattapan
4556,222013916,2022/02/27 03:43:00+00,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,22,7,2022,1,2,Dorchester
4557,222015951,2022/03/07 05:54:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,2,2022,1,3,Dorchester
4558,222016123,2022/03/07 21:33:00+00,D14,Non-Fatal,Male,Black or African American,,0,1,16,2,2022,1,3,Brighton
4559,222016376,2022/03/08 21:24:00+00,A7,Non-Fatal,Male,Unknown,Hispanic or Latinx,0,1,16,3,2022,1,3,East Boston
4560,222016718,2022/03/10 03:57:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,22,4,2022,1,3,Dorchester
4561,222018193,2022/03/15 21:42:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,1,1,17,3,2022,1,3,Dorchester
4562,222018193,2022/03/15 21:42:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,17,3,2022,1,3,Dorchester
4563,222019112,2022/03/19 04:03:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,0,7,2022,1,3,Dorchester
4564,222019622,2022/03/21 06:18:00+00,B3,Non-Fatal,Female,White,Hispanic or Latinx,0,1,2,2,2022,1,3,Mattapan
4565,222020180,2022/03/23 06:28:00+00,A7,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,4,2022,1,3,East Boston
4566,222020180,2022/03/23 06:28:00+00,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,1,0,2,4,2022,1,3,East Boston
4567,222020987,2022/03/26 04:05:00+00,A15,Non-Fatal,Male,White,Hispanic or Latinx,0,1,0,7,2022,1,3,Charlestown
4568,222021013,2022/03/28 06:26:43+00,E18,Non-Fatal,Female,White,Hispanic or Latinx,0,1,2,2,2022,1,3,Hyde Park
4569,222022343,2022/03/31 03:42:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,4,2022,1,3,Dorchester
4570,222022630,2022/04/01 02:39:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,5,2022,1,3,Dorchester
4571,222023095,2022/04/01 02:58:00+00,B2,Non-Fatal,Female,Black or African American,Unknown,0,1,22,5,2022,1,3,Roxbury
4572,222025135,2022/04/10 16:24:00+00,A15,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,12,1,2022,2,4,Charlestown
4573,222024830,2022/04/09 07:38:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,3,7,2022,2,4,Dorchester
4574,222024777,2022/04/09 01:47:00+00,E5,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,21,6,2022,2,4,Roslindale
4575,222024777,2022/04/09 01:47:00+00,E5,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,21,6,2022,2,4,Roslindale
4576,222025588,2022/04/12 04:21:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,0,3,2022,2,4,South Boston
4577,222025588,2022/04/12 04:21:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,0,3,2022,2,4,South Boston
4578,222025490 ,2022/04/11 21:46:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,2,2022,2,4,Roxbury
4579,222025866,2022/04/13 02:58:30+00,E13,Fatal,Male,White,Hispanic or Latinx,1,0,22,3,2022,2,4,Roxbury
4580,222025866,2022/04/13 02:58:45+00,E13,Non-Fatal,Male,Unknown,Unknown,1,0,22,3,2022,2,4,Roxbury
4581,222026988,2022/04/17 06:35:00+00,A1,Non-Fatal,Male,White,Not Hispanic or Latinx,1,1,2,1,2022,2,4,Chinatown
4582,222026988,2022/04/17 06:35:00+00,A1,Non-Fatal,Male,Asian,Not Hispanic or Latinx,1,0,2,1,2022,2,4,Chinatown
4583,222026546,2022/04/15 16:15:00+00,E13,Non-Fatal,Male,Black or African American,Unknown,0,1,12,6,2022,2,4,Jamaica Plain
4584,222028181,2022/04/22 04:11:00+00,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,0,6,2022,2,4,Dorchester
4585,222028494,2022/04/23 09:52:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,5,7,2022,2,4,Mattapan
4586,222029636,2022/04/27 15:41:00+00,B2,Fatal,Male,Black or African American,Unknown,0,1,11,4,2022,2,4,Roxbury
4587,222030427,2022/04/30 03:15:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2022,2,4,Dorchester
4588,222032703,2022/05/08 19:18:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,1,2022,2,5,Fenway
4589,222033583,2022/05/11 22:51:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,18,4,2022,2,5,Mission Hill
4590,222034488,2022/05/15 01:08:00+00,B2,Non-Fatal,Male,Unknown,Unknown,0,1,21,7,2022,2,5,Roxbury
4591,222034439,2022/05/14 22:01:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,7,2022,2,5,Dorchester
4592,222035664,2022/05/19 00:46:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,1,1,20,4,2022,2,5,Dorchester
4593,222035664,2022/05/19 00:46:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,20,4,2022,2,5,Dorchester
4594,222036408,2022/05/21 07:56:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,1,1,3,7,2022,2,5,Jamaica Plain
4595,222036408,2022/05/21 07:56:39+00,E13,Non-Fatal,Male,,,1,0,3,7,2022,2,5,Jamaica Plain
4596,222036546,2022/05/21 21:18:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,17,7,2022,2,5,Roxbury
4597,222037576,2022/05/25 03:43:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,0,1,23,3,2022,2,5,Jamaica Plain
4598,222038052,2022/05/26 19:27:00+00,A1,Non-Fatal,,,,0,1,15,5,2022,2,5,Downtown
4599,222038996,2022/05/30 01:00:16+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2022,2,5,Dorchester
4600,222039044,2022/05/29 04:20:22+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,1,2022,2,5,Mattapan
4601,222040203,2022/06/03 03:05:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,5,2022,2,6,Dorchester
4602,222040222,2022/06/03 04:01:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,0,6,2022,2,6,Dorchester
4603,222040222,2022/06/03 04:01:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,0,6,2022,2,6,Dorchester
4604,222043221,2022/06/13 01:27:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2022,2,6,Roxbury
4605,222042669,2022/06/11 02:46:00+00,C11,Non-Fatal,Male,Black or African American,Unknown,0,1,22,6,2022,2,6,Dorchester
4606,222043262,2022/06/13 05:34:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,0,1,1,2,2022,2,6,Roxbury
4607,222045881,2022/06/21 22:34:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,3,2022,2,6,Dorchester
4608,222046251,2022/06/23 02:45:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,22,4,2022,2,6,Roxbury
4609,222048951,2022/07/02 07:53:00+00,E18,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,3,7,2022,3,7,Hyde Park
